latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
19.40422,-155.28542,296.52,0.41,0.45,2025-02-16,1223,N,nominal,2.0NRT,286.1,4.9,N
19.4009,-155.29036,296.64,0.41,0.45,2025-02-16,1223,N,nominal,2.0NRT,286.07,0.32,N
18.30576,-67.19757,330.45,0.7,0.75,2025-02-16,1645,N,nominal,2.0NRT,292.65,6.51,D
18.30637,-67.19485,330.62,0.7,0.75,2025-02-16,1645,N,nominal,2.0NRT,292.79,6.32,D
22.72526,-81.16584,353.69,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,305.38,59.07,D
18.05184,-66.56673,335.38,0.52,0.67,2025-02-16,1828,N,nominal,2.0NRT,297.78,4.73,D
18.51893,-69.63847,332.91,0.33,0.56,2025-02-16,1828,N,nominal,2.0NRT,295.86,2.6,D
18.36975,-71.25449,343.5,0.52,0.5,2025-02-16,1828,N,nominal,2.0NRT,300.76,23.65,D
18.68342,-69.07668,338.86,0.36,0.58,2025-02-16,1828,N,nominal,2.0NRT,298.42,3.55,D
18.46246,-72.1287,333.34,0.46,0.47,2025-02-16,1828,N,nominal,2.0NRT,302.39,3.36,D
18.6822,-70.93415,344.28,0.55,0.51,2025-02-16,1828,N,nominal,2.0NRT,299.8,12.68,D
18.67826,-70.93479,345.27,0.55,0.51,2025-02-16,1828,N,nominal,2.0NRT,301.48,12.29,D
18.55207,-72.16404,332.21,0.46,0.47,2025-02-16,1828,N,low,2.0NRT,304.69,3.29,D
18.68207,-71.63805,343.43,0.5,0.49,2025-02-16,1828,N,nominal,2.0NRT,290.1,9.31,D
18.68674,-71.6374,331.98,0.5,0.49,2025-02-16,1828,N,nominal,2.0NRT,293.92,9.31,D
18.71875,-71.4472,336.45,0.51,0.5,2025-02-16,1828,N,nominal,2.0NRT,301.25,3.79,D
18.7184,-71.44568,340.39,0.51,0.5,2025-02-16,1828,N,nominal,2.0NRT,301.5,5.38,D
18.04862,-76.74908,336.14,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,297.5,5.18,D
18.6518,-72.10894,343.88,0.46,0.47,2025-02-16,1828,N,nominal,2.0NRT,308.31,17.2,D
17.98328,-77.48476,329.99,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,294.24,4.2,D
17.98274,-77.48845,333.45,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,295.66,3.48,D
18.70986,-72.14458,346.78,0.46,0.47,2025-02-16,1828,N,nominal,2.0NRT,307.19,6.24,D
18.69064,-72.33968,344.79,0.45,0.47,2025-02-16,1828,N,nominal,2.0NRT,309.09,7.38,D
18.87197,-73.10098,341.87,0.41,0.45,2025-02-16,1828,N,nominal,2.0NRT,304.14,5.13,D
18.87148,-73.10498,341.49,0.41,0.45,2025-02-16,1828,N,nominal,2.0NRT,303.8,2.8,D
18.28334,-77.83435,331.39,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,294.81,2.45,D
19.08237,-72.05087,354.79,0.47,0.48,2025-02-16,1828,N,nominal,2.0NRT,305.71,13.26,D
19.08578,-72.04877,348.3,0.47,0.48,2025-02-16,1828,N,nominal,2.0NRT,303.94,11.38,D
19.1906,-72.00033,344.43,0.48,0.48,2025-02-16,1828,N,nominal,2.0NRT,311.31,6.52,D
19.2579,-71.47675,344.3,0.52,0.5,2025-02-16,1828,N,nominal,2.0NRT,297.03,10.26,D
19.18887,-72.00323,342.25,0.48,0.48,2025-02-16,1828,N,nominal,2.0NRT,310.37,8.15,D
19.25693,-71.47914,343.78,0.52,0.5,2025-02-16,1828,N,nominal,2.0NRT,297.06,7.01,D
19.36576,-71.58165,337.68,0.51,0.49,2025-02-16,1828,N,nominal,2.0NRT,299.23,3.98,D
19.34241,-72.43652,340.91,0.45,0.47,2025-02-16,1828,N,nominal,2.0NRT,306.07,4.68,D
19.66549,-71.63956,348.97,0.51,0.49,2025-02-16,1828,N,nominal,2.0NRT,305.68,8.53,D
19.6656,-71.63766,341.01,0.51,0.49,2025-02-16,1828,N,nominal,2.0NRT,304.14,4.81,D
19.53724,-72.80035,344.43,0.43,0.46,2025-02-16,1828,N,nominal,2.0NRT,305.61,7.91,D
19.92081,-73.02785,341.13,0.42,0.45,2025-02-16,1828,N,nominal,2.0NRT,300.24,4.65,D
19.92103,-73.03055,342.18,0.42,0.45,2025-02-16,1828,N,nominal,2.0NRT,297.67,5.03,D
20.13983,-75.17097,338.31,0.48,0.4,2025-02-16,1828,N,nominal,2.0NRT,299.49,5.37,D
20.11369,-75.36875,336.04,0.47,0.4,2025-02-16,1828,N,nominal,2.0NRT,295.23,11.89,D
20.11309,-75.3733,331.35,0.47,0.4,2025-02-16,1828,N,nominal,2.0NRT,293.87,4.95,D
19.9672,-76.81613,335.6,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,290.38,8.64,D
19.95854,-77.22477,339.65,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,295.84,7.9,D
20.0752,-77.11613,346.6,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,298.51,10.81,D
20.06333,-77.41761,342.01,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,302.14,4.8,D
20.06278,-77.42143,333.01,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,302.19,4.8,D
20.2097,-76.87635,332.39,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,289.64,2.69,D
20.21492,-76.88931,332.38,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,291.26,4.21,D
20.21436,-76.89327,338.2,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,289.79,5.24,D
20.21835,-76.88985,346.17,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,298.53,58.98,D
20.35867,-75.89498,331.11,0.45,0.39,2025-02-16,1828,N,nominal,2.0NRT,297.99,2.05,D
20.23099,-76.89991,330.61,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,293.44,2.46,D
20.25232,-77.11943,341.25,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,301.5,6.12,D
20.25177,-77.12333,338.63,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,305.98,6.71,D
20.29131,-77.06564,338.17,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,295.02,10.3,D
20.36027,-77.0725,346.41,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,297.16,4.3,D
20.35963,-77.07242,349.27,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,297.47,3.78,D
20.38565,-77.03636,338.23,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,298.47,3.54,D
20.53054,-76.00227,338.72,0.45,0.39,2025-02-16,1828,N,nominal,2.0NRT,294.64,3.69,D
20.55042,-75.90793,330.04,0.45,0.39,2025-02-16,1828,N,nominal,2.0NRT,298.52,2.06,D
20.54745,-76.0661,350.37,0.45,0.39,2025-02-16,1828,N,nominal,2.0NRT,296.27,13.9,D
20.55631,-76.05435,336.64,0.45,0.39,2025-02-16,1828,N,nominal,2.0NRT,292.35,4.59,D
20.45689,-76.82858,333.29,0.42,0.37,2025-02-16,1828,N,nominal,2.0NRT,294.18,3.26,D
20.45633,-76.83258,350.71,0.42,0.37,2025-02-16,1828,N,nominal,2.0NRT,299.85,12.83,D
20.45577,-76.83658,342.64,0.42,0.37,2025-02-16,1828,N,nominal,2.0NRT,296.97,12.83,D
20.46034,-76.82912,337.5,0.42,0.37,2025-02-16,1828,N,nominal,2.0NRT,289.32,3.26,D
20.45978,-76.83312,351.48,0.42,0.37,2025-02-16,1828,N,nominal,2.0NRT,292.88,12.83,D
20.45922,-76.83712,356.27,0.42,0.37,2025-02-16,1828,N,nominal,2.0NRT,296.76,12.83,D
20.45866,-76.84112,331.62,0.42,0.37,2025-02-16,1828,N,nominal,2.0NRT,298.55,4.73,D
20.46323,-76.83366,349.27,0.42,0.37,2025-02-16,1828,N,nominal,2.0NRT,288.41,25.82,D
20.46267,-76.83766,344.09,0.42,0.37,2025-02-16,1828,N,nominal,2.0NRT,305.41,25.82,D
20.46211,-76.84167,345.43,0.42,0.37,2025-02-16,1828,N,nominal,2.0NRT,295.65,5.83,D
20.46155,-76.84566,335.64,0.42,0.37,2025-02-16,1828,N,nominal,2.0NRT,290.32,5.83,D
20.46612,-76.8382,342.06,0.42,0.37,2025-02-16,1828,N,nominal,2.0NRT,292.84,25.82,D
20.6294,-75.9197,336.13,0.45,0.39,2025-02-16,1828,N,nominal,2.0NRT,297.81,3.51,D
20.63118,-75.91891,334.74,0.45,0.39,2025-02-16,1828,N,nominal,2.0NRT,299.23,4.35,D
20.55339,-76.68266,333.83,0.42,0.38,2025-02-16,1828,N,nominal,2.0NRT,300.06,4.98,D
20.6341,-76.53667,367,0.43,0.38,2025-02-16,1828,N,high,2.0NRT,310.26,26.21,D
20.63467,-76.53257,347.45,0.43,0.38,2025-02-16,1828,N,nominal,2.0NRT,307.03,18.67,D
20.58583,-76.88108,351.12,0.42,0.37,2025-02-16,1828,N,nominal,2.0NRT,306,10.41,D
20.65912,-76.7735,331.61,0.42,0.38,2025-02-16,1828,N,nominal,2.0NRT,306.05,53.95,D
20.658,-76.78157,340.78,0.42,0.38,2025-02-16,1828,N,nominal,2.0NRT,309.95,5.27,D
20.66258,-76.77404,367,0.42,0.38,2025-02-16,1828,N,high,2.0NRT,334.74,53.95,D
20.66202,-76.77808,345.18,0.42,0.38,2025-02-16,1828,N,nominal,2.0NRT,310.18,53.95,D
20.66146,-76.7821,342.86,0.42,0.38,2025-02-16,1828,N,nominal,2.0NRT,303.34,5.27,D
20.66549,-76.77862,336.22,0.42,0.38,2025-02-16,1828,N,nominal,2.0NRT,305.45,82.05,D
20.66605,-76.77457,367,0.42,0.38,2025-02-16,1828,N,low,2.0NRT,327.41,82.05,D
20.65905,-76.90078,346,0.42,0.37,2025-02-16,1828,N,nominal,2.0NRT,306.11,5.95,D
20.66948,-76.92691,347.42,0.42,0.37,2025-02-16,1828,N,nominal,2.0NRT,304.8,9.5,D
20.66892,-76.9309,346.83,0.42,0.37,2025-02-16,1828,N,nominal,2.0NRT,304.86,9.16,D
20.67293,-76.92745,330.08,0.42,0.37,2025-02-16,1828,N,low,2.0NRT,304.26,2.3,D
20.68537,-76.86399,339.15,0.42,0.38,2025-02-16,1828,N,nominal,2.0NRT,306.5,7.01,D
20.68094,-76.92056,342.06,0.42,0.37,2025-02-16,1828,N,nominal,2.0NRT,308.73,25.45,D
20.68038,-76.92454,335.19,0.42,0.37,2025-02-16,1828,N,nominal,2.0NRT,303.39,4.28,D
20.6656,-77.17705,353.59,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,307.46,10.62,D
20.79167,-76.54362,344.8,0.43,0.38,2025-02-16,1828,N,nominal,2.0NRT,301.15,5.2,D
20.71466,-77.10022,341.12,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,308.1,8.13,D
20.71864,-77.09681,337.39,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,311.58,28.87,D
20.71808,-77.10077,350.43,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,308.5,8.13,D
20.79922,-76.54061,337.62,0.43,0.38,2025-02-16,1828,N,nominal,2.0NRT,307.07,37.23,D
20.7608,-77.07117,334.47,0.41,0.37,2025-02-16,1828,N,low,2.0NRT,307.82,2.84,D
20.75969,-77.07909,338.96,0.41,0.37,2025-02-16,1828,N,low,2.0NRT,310.06,5.71,D
20.80307,-77.01221,333.09,0.41,0.37,2025-02-16,1828,N,low,2.0NRT,304.65,3.15,D
20.79591,-77.06388,333.19,0.41,0.37,2025-02-16,1828,N,low,2.0NRT,303.51,3.71,D
20.80866,-77.22318,334.92,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,306.52,1.82,D
20.85091,-76.94636,336.2,0.42,0.37,2025-02-16,1828,N,nominal,2.0NRT,310.26,6.32,D
20.7834,-77.4264,331.87,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,305.37,4.67,D
20.78285,-77.43027,331.75,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,305.88,4.51,D
20.78679,-77.42695,340.33,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,306.49,4.67,D
20.75491,-77.6501,356.14,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,313.54,17.29,D
20.75686,-77.7324,335.78,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,306.88,2.82,D
20.75631,-77.73619,334.21,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,305.31,2.82,D
20.83265,-77.25106,346.69,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,307.49,12.67,D
20.81048,-77.40697,335.31,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,308.47,2.38,D
20.76744,-77.70683,335.77,0.4,0.37,2025-02-16,1828,N,low,2.0NRT,309.85,7.27,D
20.76689,-77.71064,336.49,0.4,0.37,2025-02-16,1828,N,low,2.0NRT,310.83,5.66,D
17.83493,-93.11992,329.3,0.77,0.78,2025-02-16,1828,N,nominal,2.0NRT,269.88,2.76,D
20.74716,-77.87059,339.6,0.39,0.37,2025-02-16,1828,N,nominal,2.0NRT,307.95,2.85,D
20.72848,-77.99876,333.02,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,294.17,2.46,D
17.84371,-93.11452,341.61,0.77,0.77,2025-02-16,1828,N,nominal,2.0NRT,287.56,30.2,D
17.842,-93.12181,357.43,0.77,0.78,2025-02-16,1828,N,low,2.0NRT,286.37,33.96,D
20.75051,-77.87115,336.49,0.39,0.37,2025-02-16,1828,N,low,2.0NRT,306.78,2.85,D
20.73182,-77.99932,335.57,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,294.28,2.46,D
20.82573,-77.39753,336.1,0.4,0.37,2025-02-16,1828,N,low,2.0NRT,306.74,4.98,D
20.82517,-77.40141,341.46,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,309.18,4.98,D
20.82857,-77.40195,333.32,0.4,0.37,2025-02-16,1828,N,low,2.0NRT,306.56,2.81,D
20.83252,-77.39862,335.47,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,305.75,2.81,D
20.83197,-77.4025,341.76,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,306.53,2.81,D
20.77777,-77.80193,337.76,0.4,0.37,2025-02-16,1828,N,low,2.0NRT,310.02,15.88,D
20.78114,-77.80248,334.73,0.4,0.37,2025-02-16,1828,N,low,2.0NRT,306.14,15.88,D
20.8288,-77.49702,335.9,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,305.9,19.63,D
20.82825,-77.50089,340.39,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,306.91,26.34,D
20.83219,-77.49757,337.29,0.4,0.37,2025-02-16,1828,N,low,2.0NRT,311.28,19.63,D
20.85026,-77.47268,340.2,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,310.23,18.96,D
17.83933,-93.11439,356.33,0.77,0.77,2025-02-16,1828,N,low,2.0NRT,284.72,76.85,D
20.86931,-77.43616,337.24,0.4,0.37,2025-02-16,1828,N,low,2.0NRT,310.5,2.08,D
20.84412,-77.61359,349.61,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,311.74,9.29,D
17.84463,-93.12355,350.71,0.77,0.77,2025-02-16,1828,N,nominal,2.0NRT,288.1,14.55,D
20.84749,-77.61413,350.22,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,309.85,9.29,D
20.93178,-77.04041,337.32,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,308.76,8.37,D
20.82196,-77.84023,348.55,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,310.35,5.61,D
20.82039,-77.87486,345.45,0.39,0.37,2025-02-16,1828,N,nominal,2.0NRT,312.08,16.71,D
20.8232,-77.87921,337.45,0.39,0.37,2025-02-16,1828,N,low,2.0NRT,308.13,16.71,D
20.82265,-77.883,336.75,0.39,0.37,2025-02-16,1828,N,low,2.0NRT,310.17,4.01,D
20.9146,-77.28798,334.09,0.41,0.37,2025-02-16,1828,N,low,2.0NRT,308.68,2.77,D
20.89638,-77.41668,335.42,0.4,0.37,2025-02-16,1828,N,low,2.0NRT,307.37,8.6,D
20.9375,-77.17508,367,0.41,0.37,2025-02-16,1828,N,high,2.0NRT,330.83,67.73,D
20.93805,-77.17114,335.82,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,298.42,10.78,D
20.93694,-77.17902,349.77,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,315.65,67.73,D
20.94037,-77.17955,339.53,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,305.12,83.22,D
20.91486,-77.35999,334.46,0.41,0.37,2025-02-16,1828,N,low,2.0NRT,307.46,6.06,D
20.91431,-77.36389,347.3,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,313.12,7.05,D
20.84932,-77.81754,338.43,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,308.65,2.24,D
21.03324,-76.53682,367,0.43,0.38,2025-02-16,1828,N,high,2.0NRT,303.18,9.69,D
20.9288,-77.28625,333.54,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,308.21,2.21,D
20.91771,-77.36445,349.51,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,309.87,7.05,D
20.85268,-77.81808,342.67,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,310.05,2.24,D
20.83181,-77.96186,337.45,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,305.22,3.72,D
21.03732,-76.5332,336.08,0.43,0.38,2025-02-16,1828,N,nominal,2.0NRT,293.86,2.62,D
21.03675,-76.53737,351.12,0.43,0.38,2025-02-16,1828,N,nominal,2.0NRT,303.3,19.01,D
20.86759,-77.73875,338.82,0.4,0.37,2025-02-16,1828,N,low,2.0NRT,309,3.6,D
20.82643,-78.04578,333.62,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,301.38,1.63,D
20.84591,-78.02975,341.3,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,307.69,12.54,D
20.98412,-77.11781,345.68,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,306.64,4.6,D
20.91556,-77.59768,335.51,0.4,0.37,2025-02-16,1828,N,low,2.0NRT,306.18,3.55,D
18.0033,-93.08646,350.15,0.76,0.77,2025-02-16,1828,N,nominal,2.0NRT,288.91,9.99,D
20.91894,-77.59824,335.75,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,304.34,3.55,D
20.91838,-77.60209,333.58,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,304,2.13,D
21.01242,-76.96738,354.04,0.42,0.37,2025-02-16,1828,N,nominal,2.0NRT,311.98,17.36,D
21.01185,-76.97138,351.98,0.42,0.37,2025-02-16,1828,N,nominal,2.0NRT,309.38,17.36,D
20.86371,-78.00185,333.3,0.39,0.36,2025-02-16,1828,N,low,2.0NRT,305.18,1.81,D
21.01587,-76.96791,350.23,0.42,0.37,2025-02-16,1828,N,nominal,2.0NRT,311.43,17.36,D
21.0153,-76.97192,354.31,0.42,0.37,2025-02-16,1828,N,nominal,2.0NRT,304.77,17.36,D
21.01473,-76.97593,337.13,0.42,0.37,2025-02-16,1828,N,nominal,2.0NRT,303.3,4.6,D
20.9158,-77.71538,350.28,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,307.9,6.18,D
21.02117,-76.96848,339.39,0.42,0.37,2025-02-16,1828,N,nominal,2.0NRT,301.19,42.85,D
20.9166,-77.71559,347.21,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,306.05,4.95,D
20.89086,-78.01422,367,0.39,0.36,2025-02-16,1828,N,high,2.0NRT,334.73,78.77,D
20.89031,-78.01799,332.74,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,305.72,8.62,D
20.99659,-77.29701,334.54,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,307.01,2.62,D
20.98229,-77.39867,344.51,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,310.27,4.82,D
20.94229,-77.6806,339.3,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,307.92,6.33,D
20.93463,-77.7342,333.5,0.4,0.37,2025-02-16,1828,N,low,2.0NRT,308.01,4.85,D
20.91223,-77.89012,335.74,0.39,0.37,2025-02-16,1828,N,nominal,2.0NRT,304.44,2.39,D
20.89366,-78.01855,338.63,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,304.14,11.29,D
20.89421,-78.01479,367,0.39,0.36,2025-02-16,1828,N,low,2.0NRT,325.35,91.2,D
21.01266,-77.20713,346.49,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,307.72,5.81,D
20.92979,-77.79199,335.44,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,305.27,2.75,D
20.88007,-78.1356,350.47,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,307.95,5.38,D
20.87952,-78.13934,344.37,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,306.78,5.2,D
20.97206,-77.5201,336.48,0.4,0.37,2025-02-16,1828,N,low,2.0NRT,310.1,8.71,D
20.97151,-77.52399,344.46,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,307.72,5.83,D
20.97096,-77.52788,347.37,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,307.87,5.83,D
21.05278,-76.96931,332.72,0.42,0.37,2025-02-16,1828,N,nominal,2.0NRT,301.51,2.28,D
20.97545,-77.52067,337.01,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,306.59,8.71,D
20.97489,-77.52456,347.93,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,306.41,5.83,D
20.97379,-77.53233,332.2,0.4,0.37,2025-02-16,1828,N,low,2.0NRT,306.09,1.6,D
21.03743,-77.1302,337.84,0.41,0.37,2025-02-16,1828,N,low,2.0NRT,309.6,3.75,D
20.95587,-77.70634,330.9,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,304.94,1.31,D
17.99837,-93.0865,349.15,0.76,0.77,2025-02-16,1828,N,nominal,2.0NRT,289.04,6.81,D
21.03864,-77.14664,333.06,0.41,0.37,2025-02-16,1828,N,low,2.0NRT,305.42,3.82,D
20.90291,-78.14323,336.04,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,303.58,59.4,D
20.90959,-78.14433,344.12,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,304.32,8.33,D
18.04053,-93.06635,325.33,0.76,0.77,2025-02-16,1828,N,nominal,2.0NRT,289.04,3.5,D
20.9703,-77.84529,331.51,0.4,0.37,2025-02-16,1828,N,low,2.0NRT,306.42,35.49,D
20.92904,-78.12833,345.17,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,308.8,4.71,D
20.92849,-78.13209,339.71,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,313.66,4.43,D
20.93294,-78.12514,332.8,0.39,0.36,2025-02-16,1828,N,low,2.0NRT,304.37,6.76,D
20.93238,-78.12889,352.39,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,313.21,6.76,D
20.92307,-78.21561,336.78,0.39,0.36,2025-02-16,1828,N,low,2.0NRT,308.35,1.99,D
21.08778,-77.14628,340.94,0.41,0.37,2025-02-16,1828,N,nominal,2.0NRT,309.51,10.06,D
20.94741,-78.11985,339.21,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,305.25,4.05,D
20.92867,-78.24718,339.28,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,306.59,12.26,D
20.92536,-78.26959,330.87,0.39,0.36,2025-02-16,1828,N,low,2.0NRT,303.15,4.08,D
20.93421,-78.23278,338.34,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,304.47,2.63,D
20.932,-78.24773,347.95,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,312.34,12.26,D
20.93035,-78.25894,334.96,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,303.76,4.65,D
20.93755,-78.23335,336.76,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,305.49,2.94,D
20.93203,-78.27071,348.84,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,304.87,3.75,D
20.93148,-78.27443,332.65,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,301.13,3.75,D
20.93537,-78.27126,331.02,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,300.84,3.75,D
20.99669,-77.8768,340.8,0.4,0.37,2025-02-16,1828,N,low,2.0NRT,311.22,50.4,D
21.00158,-77.87756,346.45,0.4,0.37,2025-02-16,1828,N,low,2.0NRT,318.31,21.93,D
21.00494,-77.87813,351.56,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,310.62,21.93,D
21.00993,-77.86729,345.3,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,309.37,6.85,D
20.98913,-78.17675,330.62,0.39,0.36,2025-02-16,1828,N,low,2.0NRT,305.23,3.41,D
21.03463,-77.88688,346.41,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,309.43,2.71,D
20.99412,-78.16605,347.38,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,314.98,18.66,D
20.99357,-78.16981,345.58,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,311.19,18.66,D
20.99302,-78.17355,331.73,0.39,0.36,2025-02-16,1828,N,low,2.0NRT,304.56,2.51,D
21.15431,-77.06667,345.62,0.42,0.37,2025-02-16,1828,N,nominal,2.0NRT,304.84,8.43,D
21.03799,-77.88743,337.46,0.4,0.37,2025-02-16,1828,N,nominal,2.0NRT,305.68,2.71,D
20.99745,-78.16661,341.19,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,313.92,18.66,D
20.99691,-78.17036,349.86,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,311.54,18.66,D
21.15831,-77.06322,340.12,0.42,0.37,2025-02-16,1828,N,nominal,2.0NRT,304.24,9.22,D
21.15775,-77.06721,344.99,0.42,0.37,2025-02-16,1828,N,nominal,2.0NRT,303.31,9.22,D
21.00134,-78.16341,336.28,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,307.19,10.09,D
21.0008,-78.16717,352.33,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,314.82,9.78,D
21.00025,-78.17091,343.75,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,306.16,9.78,D
21.03539,-77.95293,344.15,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,306.73,5.24,D
21.00469,-78.16397,338.87,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,302.21,10.09,D
21.00414,-78.16772,350.65,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,306.44,9.78,D
21.04869,-77.90858,338.75,0.39,0.37,2025-02-16,1828,N,nominal,2.0NRT,307.96,6.21,D
21.04814,-77.91238,339.13,0.39,0.37,2025-02-16,1828,N,nominal,2.0NRT,307.76,5.01,D
21.05205,-77.90914,349.56,0.39,0.37,2025-02-16,1828,N,nominal,2.0NRT,307.81,6.23,D
21.02629,-78.10986,336.02,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,305.08,3.95,D
21.02963,-78.11041,342.01,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,309.27,6.17,D
21.03297,-78.11097,351.2,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,311.52,6.17,D
21.03242,-78.11473,339.78,0.39,0.36,2025-02-16,1828,N,nominal,2.0NRT,309.54,6.17,D
21.10596,-77.72679,334.25,0.4,0.37,2025-02-16,1828,N,low,2.0NRT,305.1,3.53,D
