latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
29.43749,-82.80215,333.5,0.45,0.39,2025-02-15,1849,N,nominal,2.0NRT,293.6,7.07,D
30.02078,-83.51016,344.01,0.43,0.38,2025-02-15,1849,N,nominal,2.0NRT,288.51,7.75,D
30.02427,-83.51076,339.04,0.43,0.38,2025-02-15,1849,N,nominal,2.0NRT,288.88,5.74,D
30.61286,-82.64844,332.58,0.47,0.4,2025-02-15,1849,N,nominal,2.0NRT,289.55,3.13,D
30.81204,-82.06346,327.3,0.5,0.41,2025-02-15,1849,N,nominal,2.0NRT,290.57,1.46,D
30.84235,-83.78856,326.92,0.43,0.38,2025-02-15,1849,N,nominal,2.0NRT,290.24,3.73,D
30.89005,-84.4222,338.49,0.41,0.37,2025-02-15,1849,N,nominal,2.0NRT,289.25,5.26,D
30.88947,-84.42647,330.02,0.41,0.37,2025-02-15,1849,N,nominal,2.0NRT,291.89,5.26,D
30.98394,-84.4209,356.33,0.41,0.37,2025-02-15,1849,N,nominal,2.0NRT,301.73,15.35,D
30.98335,-84.42519,346.2,0.41,0.37,2025-02-15,1849,N,nominal,2.0NRT,294.13,15.35,D
30.98735,-84.42152,351.75,0.41,0.37,2025-02-15,1849,N,nominal,2.0NRT,292.16,5.28,D
30.98677,-84.42581,332.53,0.41,0.37,2025-02-15,1849,N,nominal,2.0NRT,291.21,5.28,D
32.29796,-88.6069,331.79,0.4,0.37,2025-02-15,1849,N,nominal,2.0NRT,279.83,5.75,D
31.06579,-98.41373,325.56,0.42,0.61,2025-02-15,1849,N,nominal,2.0NRT,291.95,1.46,D
31.34483,-101.79617,367,0.64,0.72,2025-02-15,1851,N,high,2.0NRT,302.13,41.08,D
32.37019,-97.94108,367,0.37,0.58,2025-02-15,1851,N,high,2.0NRT,299.58,8.4,D
32.36923,-97.94497,330.11,0.37,0.58,2025-02-15,1851,N,nominal,2.0NRT,295.06,4.63,D
32.37633,-97.93907,342.86,0.37,0.58,2025-02-15,1851,N,nominal,2.0NRT,296.03,8.4,D
32.37539,-97.94289,335.45,0.37,0.58,2025-02-15,1851,N,nominal,2.0NRT,295.92,8.4,D
32.37444,-97.94674,326.57,0.37,0.58,2025-02-15,1851,N,nominal,2.0NRT,295.43,4.63,D
31.34904,-101.79614,367,0.64,0.72,2025-02-15,1851,N,high,2.0NRT,298.7,29.78,D
31.34715,-101.8027,346.56,0.64,0.72,2025-02-15,1851,N,nominal,2.0NRT,295.24,29.78,D
32.84742,-98.40815,326,0.38,0.59,2025-02-15,1851,N,nominal,2.0NRT,293.55,1.96,D
32.84872,-98.40694,337.93,0.38,0.59,2025-02-15,1851,N,nominal,2.0NRT,294.8,5.71,D
32.85291,-98.4131,336.86,0.38,0.59,2025-02-15,1851,N,nominal,2.0NRT,295.2,5.71,D
32.85196,-98.41683,334.01,0.38,0.59,2025-02-15,1851,N,nominal,2.0NRT,294.31,4.68,D
17.93034,-102.20507,331.24,0.46,0.47,2025-02-15,2027,N,nominal,2.0NRT,278.83,3.78,D
18.28897,-100.28651,342.9,0.61,0.54,2025-02-15,2027,N,nominal,2.0NRT,304,7.26,D
18.28895,-100.28896,345.11,0.61,0.54,2025-02-15,2027,N,nominal,2.0NRT,305.16,9.98,D
18.89511,-97.82129,337.8,0.45,0.63,2025-02-15,2027,N,nominal,2.0NRT,301.15,4.16,D
18.78664,-99.59254,331.79,0.35,0.56,2025-02-15,2027,N,nominal,2.0NRT,298.77,3.71,D
18.78622,-99.59631,344.97,0.35,0.56,2025-02-15,2027,N,nominal,2.0NRT,301.01,6.94,D
18.78582,-99.59996,343.65,0.35,0.56,2025-02-15,2027,N,nominal,2.0NRT,302.59,6.94,D
18.79185,-99.59335,334.65,0.35,0.56,2025-02-15,2027,N,nominal,2.0NRT,299.18,3.71,D
18.78609,-99.59511,335.97,0.35,0.56,2025-02-15,2027,N,nominal,2.0NRT,299.18,5.72,D
18.78572,-99.59879,354.41,0.35,0.56,2025-02-15,2027,N,nominal,2.0NRT,303.19,11.67,D
18.79134,-99.59559,334.24,0.35,0.56,2025-02-15,2027,N,nominal,2.0NRT,299.5,5.72,D
18.87585,-99.0847,335.02,0.38,0.58,2025-02-15,2027,N,nominal,2.0NRT,301.43,3.05,D
19.06475,-98.87036,330.04,0.39,0.59,2025-02-15,2027,N,nominal,2.0NRT,293.07,1.94,D
18.9009,-103.64237,334.87,0.38,0.43,2025-02-15,2027,N,nominal,2.0NRT,304.58,1.49,D
19.06995,-102.36504,348.22,0.46,0.47,2025-02-15,2027,N,nominal,2.0NRT,311.64,5.98,D
19.10305,-102.31175,342.29,0.47,0.47,2025-02-15,2027,N,nominal,2.0NRT,309.44,16.11,D
19.10252,-102.31609,347.27,0.47,0.47,2025-02-15,2027,N,nominal,2.0NRT,313.72,19.64,D
19.09407,-102.38598,340.4,0.46,0.47,2025-02-15,2027,N,low,2.0NRT,314.44,38.98,D
19.09301,-102.39471,337.44,0.46,0.47,2025-02-15,2027,N,low,2.0NRT,312.22,7.03,D
19.09791,-102.3909,335.11,0.46,0.47,2025-02-15,2027,N,low,2.0NRT,308.64,38.98,D
19.07869,-102.69021,343.9,0.44,0.46,2025-02-15,2027,N,nominal,2.0NRT,311.46,15.57,D
19.07673,-102.68955,342.1,0.44,0.46,2025-02-15,2027,N,nominal,2.0NRT,309.54,15.76,D
19.2162,-102.67367,344.75,0.44,0.46,2025-02-15,2027,N,nominal,2.0NRT,311.22,4.94,D
19.22189,-103.67854,344.3,0.39,0.44,2025-02-15,2027,N,nominal,2.0NRT,306.3,3.67,D
19.81323,-99.11906,337.54,0.38,0.59,2025-02-15,2027,N,nominal,2.0NRT,297.49,2.99,D
19.45477,-104.79578,333.77,0.51,0.41,2025-02-15,2027,N,nominal,2.0NRT,302.74,2.47,D
19.72282,-102.72187,330.84,0.45,0.47,2025-02-15,2027,N,nominal,2.0NRT,297.69,7.1,D
19.64649,-103.44028,333.48,0.4,0.45,2025-02-15,2027,N,nominal,2.0NRT,303.22,2.61,D
19.68818,-103.26874,346.56,0.41,0.45,2025-02-15,2027,N,nominal,2.0NRT,307.39,7.52,D
19.68774,-103.27235,342.25,0.41,0.45,2025-02-15,2027,N,nominal,2.0NRT,306.21,4.7,D
20.21923,-98.83495,346.43,0.4,0.6,2025-02-15,2027,N,nominal,2.0NRT,302.47,6.62,D
20.20276,-99.78056,345.74,0.35,0.57,2025-02-15,2027,N,nominal,2.0NRT,304.17,3.85,D
20.20242,-99.7839,339.89,0.35,0.57,2025-02-15,2027,N,nominal,2.0NRT,305.43,3.85,D
19.76066,-103.75573,336.18,0.39,0.44,2025-02-15,2027,N,nominal,2.0NRT,302.1,3.55,D
19.68559,-104.34953,335.29,0.54,0.42,2025-02-15,2027,N,nominal,2.0NRT,306.49,7.72,D
20.11492,-101.59131,335.79,0.53,0.5,2025-02-15,2027,N,nominal,2.0NRT,303.25,3.66,D
20.2286,-101.44051,342.66,0.55,0.51,2025-02-15,2027,N,nominal,2.0NRT,307.24,4.9,D
20.23918,-101.51713,345.85,0.54,0.51,2025-02-15,2027,N,nominal,2.0NRT,310.68,12,D
20.36422,-100.51042,344.53,0.63,0.54,2025-02-15,2027,N,nominal,2.0NRT,291.99,18.99,D
20.36355,-100.51659,351.51,0.63,0.54,2025-02-15,2027,N,nominal,2.0NRT,294.04,18.99,D
20.22017,-101.80999,343.18,0.52,0.5,2025-02-15,2027,N,nominal,2.0NRT,311.12,9.55,D
20.22478,-101.81055,342.09,0.52,0.5,2025-02-15,2027,N,nominal,2.0NRT,305.39,9.55,D
20.2719,-101.60519,343.6,0.54,0.5,2025-02-15,2027,N,nominal,2.0NRT,311.03,14.8,D
20.27417,-101.60328,351.38,0.54,0.51,2025-02-15,2027,N,nominal,2.0NRT,309.53,11.04,D
20.34133,-101.84342,337.71,0.52,0.5,2025-02-15,2027,N,nominal,2.0NRT,306.81,3.66,D
20.50733,-100.4959,337.2,0.64,0.54,2025-02-15,2027,N,nominal,2.0NRT,299.46,6.39,D
20.34088,-101.84528,335.15,0.52,0.5,2025-02-15,2027,N,nominal,2.0NRT,305.6,4.44,D
20.50658,-100.49799,341.48,0.32,0.54,2025-02-15,2027,N,nominal,2.0NRT,300.5,2.9,D
20.51164,-100.49839,337.4,0.32,0.54,2025-02-15,2027,N,nominal,2.0NRT,299.84,2.9,D
20.45541,-101.35869,344.62,0.56,0.51,2025-02-15,2027,N,nominal,2.0NRT,300.05,6.71,D
20.59509,-100.18826,345.6,0.33,0.56,2025-02-15,2027,N,nominal,2.0NRT,305.6,5.9,D
20.53349,-100.7732,340.63,0.61,0.53,2025-02-15,2027,N,nominal,2.0NRT,292.16,9.38,D
20.24602,-103.65923,335.48,0.4,0.44,2025-02-15,2027,N,low,2.0NRT,306.86,2.57,D
20.44256,-102.49984,349.01,0.47,0.48,2025-02-15,2027,N,nominal,2.0NRT,310.4,12.2,D
20.44197,-102.50491,345.85,0.47,0.48,2025-02-15,2027,N,nominal,2.0NRT,307.95,12.2,D
20.47995,-102.25481,333.4,0.49,0.49,2025-02-15,2027,N,low,2.0NRT,306.91,6.17,D
20.48497,-102.25072,341.88,0.49,0.49,2025-02-15,2027,N,nominal,2.0NRT,305.69,6.17,D
20.48443,-102.25539,339.81,0.49,0.49,2025-02-15,2027,N,nominal,2.0NRT,307.74,6.17,D
20.58339,-102.36487,334.56,0.48,0.48,2025-02-15,2027,N,low,2.0NRT,306.24,4.14,D
20.54182,-103.14676,343.14,0.43,0.46,2025-02-15,2027,N,nominal,2.0NRT,308.65,10.64,D
20.54134,-103.15089,340.3,0.43,0.46,2025-02-15,2027,N,nominal,2.0NRT,306.88,10.64,D
20.54738,-103.17267,367,0.43,0.46,2025-02-15,2027,N,high,2.0NRT,309.71,9.58,D
20.54688,-103.17693,346.73,0.43,0.46,2025-02-15,2027,N,nominal,2.0NRT,308.49,9.58,D
20.60675,-102.92565,330.62,0.45,0.47,2025-02-15,2027,N,low,2.0NRT,304.87,1.31,D
20.54563,-103.4375,340.65,0.41,0.45,2025-02-15,2027,N,nominal,2.0NRT,306.76,3.45,D
20.69321,-102.29874,335.17,0.49,0.49,2025-02-15,2027,N,nominal,2.0NRT,307.04,3.44,D
20.58674,-103.84653,341.99,0.39,0.44,2025-02-15,2027,N,nominal,2.0NRT,304.54,6.91,D
20.69001,-103.23638,340.9,0.43,0.46,2025-02-15,2027,N,nominal,2.0NRT,306.34,3.59,D
20.94819,-101.36626,355.38,0.57,0.52,2025-02-15,2027,N,nominal,2.0NRT,309.98,24.2,D
20.84024,-102.75836,342.65,0.46,0.47,2025-02-15,2027,N,nominal,2.0NRT,306.15,3.49,D
20.73618,-103.90281,343.41,0.39,0.44,2025-02-15,2027,N,nominal,2.0NRT,311.67,12.46,D
20.82371,-103.29739,334.37,0.43,0.46,2025-02-15,2027,N,low,2.0NRT,306.81,3.75,D
20.82405,-103.29687,334.13,0.43,0.46,2025-02-15,2027,N,low,2.0NRT,308.31,93.96,D
20.82912,-103.29004,338.92,0.43,0.46,2025-02-15,2027,N,nominal,2.0NRT,308.34,20.1,D
21.00812,-101.97828,352.72,0.52,0.5,2025-02-15,2027,N,nominal,2.0NRT,305.25,9.9,D
21.11503,-101.7368,342.85,0.54,0.51,2025-02-15,2027,N,nominal,2.0NRT,308.11,6.7,D
21.11705,-101.73476,347.51,0.54,0.51,2025-02-15,2027,N,nominal,2.0NRT,307.78,10.45,D
20.90349,-103.84796,343.28,0.4,0.44,2025-02-15,2027,N,nominal,2.0NRT,311.07,25.32,D
21.16079,-101.85435,335.14,0.53,0.5,2025-02-15,2027,N,low,2.0NRT,307.99,5.7,D
20.97067,-104.04242,342.75,0.39,0.44,2025-02-15,2027,N,nominal,2.0NRT,310.37,5.96,D
20.97024,-104.046,339.83,0.39,0.44,2025-02-15,2027,N,nominal,2.0NRT,307.78,5.96,D
21.28187,-101.93453,353.38,0.53,0.5,2025-02-15,2027,N,nominal,2.0NRT,308.44,10.8,D
21.23122,-102.68163,342.63,0.47,0.48,2025-02-15,2027,N,nominal,2.0NRT,309.81,7.65,D
21.23562,-102.68217,340.79,0.47,0.48,2025-02-15,2027,N,nominal,2.0NRT,304.57,7.65,D
21.06351,-104.54883,336.45,0.54,0.42,2025-02-15,2027,N,low,2.0NRT,306.95,4.47,D
21.52862,-103.07974,342.05,0.45,0.47,2025-02-15,2027,N,nominal,2.0NRT,311.97,14.85,D
21.92581,-99.91627,343.89,0.36,0.57,2025-02-15,2027,N,nominal,2.0NRT,305.33,4.35,D
21.93114,-99.91685,350.74,0.36,0.57,2025-02-15,2027,N,nominal,2.0NRT,302.9,4.57,D
21.93078,-99.92039,332.11,0.36,0.57,2025-02-15,2027,N,nominal,2.0NRT,301.38,1.98,D
21.92896,-99.91684,367,0.36,0.57,2025-02-15,2027,N,high,2.0NRT,305.16,9.11,D
21.92863,-99.92039,342.17,0.36,0.57,2025-02-15,2027,N,nominal,2.0NRT,302.44,4.03,D
21.771,-102.0281,338.95,0.53,0.5,2025-02-15,2027,N,nominal,2.0NRT,305.25,4.51,D
22.26531,-97.80508,342.49,0.49,0.65,2025-02-15,2027,N,nominal,2.0NRT,296.92,6.61,D
21.89341,-102.01493,346.04,0.53,0.5,2025-02-15,2027,N,nominal,2.0NRT,307.72,10.31,D
21.89805,-102.01551,345.96,0.53,0.5,2025-02-15,2027,N,nominal,2.0NRT,306.18,10.31,D
21.9342,-103.23445,367,0.44,0.46,2025-02-15,2027,N,high,2.0NRT,311.92,7.64,D
21.93849,-103.23493,345.62,0.44,0.46,2025-02-15,2027,N,nominal,2.0NRT,307.15,7.64,D
22.12977,-102.01834,341.05,0.53,0.5,2025-02-15,2027,N,nominal,2.0NRT,304.91,9.84,D
22.12921,-102.02348,352.67,0.53,0.5,2025-02-15,2027,N,nominal,2.0NRT,307.62,12.74,D
22.13443,-102.0189,347.68,0.53,0.5,2025-02-15,2027,N,nominal,2.0NRT,307.55,12.15,D
22.13966,-102.01434,345.42,0.53,0.5,2025-02-15,2027,N,nominal,2.0NRT,305.19,12.15,D
22.12728,-102.02137,347.79,0.53,0.5,2025-02-15,2027,N,nominal,2.0NRT,304.88,9.81,D
22.13247,-102.01678,344.46,0.53,0.5,2025-02-15,2027,N,nominal,2.0NRT,306.57,9.23,D
22.13193,-102.02191,333.34,0.53,0.5,2025-02-15,2027,N,low,2.0NRT,305.11,9.81,D
22.13713,-102.01734,350.39,0.53,0.5,2025-02-15,2027,N,nominal,2.0NRT,306.44,19.59,D
22.13659,-102.02246,341.65,0.53,0.5,2025-02-15,2027,N,nominal,2.0NRT,301.17,4.59,D
21.96034,-105.39809,332.55,0.5,0.41,2025-02-15,2027,N,nominal,2.0NRT,304.54,2.74,D
22.63221,-99.87679,345.39,0.37,0.58,2025-02-15,2027,N,nominal,2.0NRT,299.11,5.57,D
22.00139,-105.64423,333.05,0.49,0.4,2025-02-15,2027,N,nominal,2.0NRT,306.84,2.61,D
22.50491,-102.22617,356.12,0.52,0.5,2025-02-15,2027,N,nominal,2.0NRT,320.38,33.05,D
22.50953,-102.22668,367,0.52,0.5,2025-02-15,2027,N,high,2.0NRT,318.6,17.99,D
22.51007,-102.22168,353.54,0.52,0.5,2025-02-15,2027,N,nominal,2.0NRT,314.31,22.07,D
22.50898,-102.23168,343.31,0.52,0.5,2025-02-15,2027,N,nominal,2.0NRT,302.17,17.99,D
22.51414,-102.22723,343.9,0.52,0.5,2025-02-15,2027,N,nominal,2.0NRT,302.25,17.99,D
22.53489,-104.25661,345.27,0.39,0.44,2025-02-15,2027,N,nominal,2.0NRT,298.01,10.15,D
22.52426,-105.42853,349.13,0.51,0.41,2025-02-15,2029,N,nominal,2.0NRT,315.25,5.41,D
22.68592,-105.08447,367,0.53,0.42,2025-02-15,2029,N,high,2.0NRT,303.49,12.66,D
22.68719,-105.07419,331.32,0.53,0.42,2025-02-15,2029,N,nominal,2.0NRT,300.17,6.97,D
22.68654,-105.07944,356.37,0.53,0.42,2025-02-15,2029,N,nominal,2.0NRT,306.29,12.66,D
22.68529,-105.08953,331.87,0.53,0.42,2025-02-15,2029,N,nominal,2.0NRT,302.11,7.48,D
22.69105,-105.07478,332.42,0.53,0.42,2025-02-15,2029,N,nominal,2.0NRT,301.81,6.97,D
22.6904,-105.08003,333.53,0.53,0.42,2025-02-15,2029,N,nominal,2.0NRT,301.73,12.66,D
22.68915,-105.09013,353.41,0.53,0.42,2025-02-15,2029,N,nominal,2.0NRT,306.01,7.48,D
23.19866,-106.35661,332.75,0.47,0.39,2025-02-15,2029,N,nominal,2.0NRT,307.02,4.11,D
23.49818,-106.07274,342.71,0.48,0.4,2025-02-15,2029,N,nominal,2.0NRT,310.14,7.25,D
23.64894,-106.08643,339,0.48,0.4,2025-02-15,2029,N,nominal,2.0NRT,309.45,2.54,D
23.66189,-106.07378,343.64,0.49,0.4,2025-02-15,2029,N,nominal,2.0NRT,310.47,5.26,D
23.66124,-106.07887,336.19,0.49,0.4,2025-02-15,2029,N,low,2.0NRT,309.41,2.92,D
24.00483,-110.00209,345.34,0.38,0.36,2025-02-15,2029,N,nominal,2.0NRT,299.91,4.52,D
24.75747,-107.63822,338.63,0.43,0.38,2025-02-15,2029,N,nominal,2.0NRT,310.74,4.17,D
25.30012,-104.04128,342.29,0.44,0.46,2025-02-15,2029,N,nominal,2.0NRT,311.27,3.44,D
24.88949,-107.64862,336.91,0.43,0.38,2025-02-15,2029,N,nominal,2.0NRT,311.67,3.72,D
25.31282,-104.68321,338.04,0.4,0.44,2025-02-15,2029,N,nominal,2.0NRT,297.18,2.69,D
25.02984,-107.243,336.53,0.45,0.39,2025-02-15,2029,N,low,2.0NRT,310.66,5.35,D
25.68945,-102.96447,337.78,0.51,0.5,2025-02-15,2029,N,nominal,2.0NRT,307.47,1.59,D
26.49603,-106.63436,331.28,0.49,0.4,2025-02-15,2029,N,nominal,2.0NRT,297,3.8,D
26.77859,-105.5799,335.87,0.56,0.43,2025-02-15,2029,N,nominal,2.0NRT,302.34,3.25,D
26.70946,-107.14095,333.01,0.47,0.4,2025-02-15,2029,N,nominal,2.0NRT,299.01,4.17,D
27.09998,-107.21951,338.73,0.47,0.4,2025-02-15,2029,N,nominal,2.0NRT,298.31,3.18,D
27.09996,-107.21787,339.02,0.47,0.4,2025-02-15,2029,N,nominal,2.0NRT,297.62,8.71,D
27.10359,-107.21842,351.74,0.47,0.4,2025-02-15,2029,N,nominal,2.0NRT,302.3,8.71,D
28.05314,-98.28664,352.98,0.53,0.67,2025-02-15,2029,N,nominal,2.0NRT,288.69,7.17,D
28.05715,-98.28384,348.42,0.53,0.67,2025-02-15,2029,N,nominal,2.0NRT,289.29,14.52,D
27.12278,-109.76899,340.84,0.39,0.36,2025-02-15,2029,N,low,2.0NRT,314.67,4.42,D
28.14593,-103.79522,367,0.49,0.48,2025-02-15,2029,N,high,2.0NRT,306.97,13.22,D
28.14543,-103.80024,356.5,0.49,0.48,2025-02-15,2029,N,nominal,2.0NRT,305.38,8.79,D
28.00351,-105.2538,349.05,0.4,0.44,2025-02-15,2029,N,nominal,2.0NRT,306.66,5.89,D
27.51365,-109.86674,334.86,0.39,0.36,2025-02-15,2029,N,nominal,2.0NRT,309.41,0.94,D
27.52381,-109.986,341.4,0.39,0.36,2025-02-15,2029,N,nominal,2.0NRT,308.95,2.11,D
27.50041,-110.23943,336.77,0.39,0.36,2025-02-15,2029,N,nominal,2.0NRT,307.26,4.35,D
28.09802,-108.00098,343.04,0.44,0.39,2025-02-15,2029,N,nominal,2.0NRT,296.32,6.33,D
28.09742,-108.00562,332.24,0.44,0.39,2025-02-15,2029,N,nominal,2.0NRT,293.32,6.33,D
28.10099,-108.00597,342.9,0.44,0.39,2025-02-15,2029,N,nominal,2.0NRT,296.53,6.33,D
28.17187,-108.63889,347.04,0.42,0.38,2025-02-15,2029,N,nominal,2.0NRT,305.72,4.97,D
28.17532,-108.63954,349.37,0.42,0.38,2025-02-15,2029,N,nominal,2.0NRT,309.37,4.97,D
28.17476,-108.64371,343.03,0.42,0.38,2025-02-15,2029,N,nominal,2.0NRT,302.58,4.97,D
28.17823,-108.64421,339.76,0.42,0.38,2025-02-15,2029,N,nominal,2.0NRT,302.65,5.48,D
28.5317,-106.69505,343.2,0.51,0.41,2025-02-15,2029,N,nominal,2.0NRT,309.19,32.83,D
28.69839,-106.96358,340.62,0.5,0.41,2025-02-15,2031,N,nominal,2.0NRT,304.8,6.49,D
28.74989,-111.35848,338.37,0.38,0.36,2025-02-15,2031,N,nominal,2.0NRT,286.95,5.55,D
29.2779,-110.90972,330.98,0.39,0.36,2025-02-15,2031,N,nominal,2.0NRT,299.02,3.05,D
30.75155,-98.62024,367,0.53,0.67,2025-02-15,2031,N,high,2.0NRT,294.7,15.54,D
30.7487,-98.61686,340.16,0.53,0.67,2025-02-15,2031,N,nominal,2.0NRT,291.76,10.91,D
30.74841,-98.6225,354.56,0.53,0.67,2025-02-15,2031,N,nominal,2.0NRT,292.51,8.71,D
31.1518,-98.06953,346.84,0.58,0.69,2025-02-15,2031,N,nominal,2.0NRT,292.62,4.96,D
30.72251,-106.38766,341.17,0.56,0.43,2025-02-15,2031,N,nominal,2.0NRT,314.3,50.11,D
30.72647,-106.38824,337.13,0.56,0.43,2025-02-15,2031,N,nominal,2.0NRT,298.91,50.11,D
30.7258,-106.39412,338.64,0.56,0.43,2025-02-15,2031,N,nominal,2.0NRT,301.82,50.11,D
30.49639,-109.62852,345.99,0.41,0.37,2025-02-15,2031,N,nominal,2.0NRT,308.19,7.19,D
31.34378,-101.79491,367,0.35,0.57,2025-02-15,2031,N,high,2.0NRT,302.75,37.08,D
31.34876,-101.79916,348.71,0.35,0.57,2025-02-15,2031,N,nominal,2.0NRT,296.87,21.97,D
31.34905,-101.79541,356.81,0.35,0.57,2025-02-15,2031,N,low,2.0NRT,303.87,37.08,D
31.27411,-103.56757,346.56,0.55,0.51,2025-02-15,2031,N,nominal,2.0NRT,298.98,6.73,D
31.56252,-102.25759,341.7,0.33,0.55,2025-02-15,2031,N,nominal,2.0NRT,296.32,2.04,D
31.08124,-108.00931,343.89,0.47,0.4,2025-02-15,2031,N,nominal,2.0NRT,300.98,3.69,D
31.08042,-108.00716,331.85,0.47,0.4,2025-02-15,2031,N,nominal,2.0NRT,301.36,1.92,D
31.12609,-108.27107,345.28,0.46,0.39,2025-02-15,2031,N,nominal,2.0NRT,305.13,57.07,D
30.11417,-115.67661,331.41,0.48,0.4,2025-02-15,2031,N,nominal,2.0NRT,295.6,2.58,D
30.79735,-112.87476,336.36,0.39,0.36,2025-02-15,2031,N,nominal,2.0NRT,305.69,11.38,D
32.3703,-97.94082,367,0.6,0.7,2025-02-15,2031,N,high,2.0NRT,295.84,12.88,D
31.68126,-112.6251,337.66,0.39,0.36,2025-02-15,2031,N,nominal,2.0NRT,306.61,1.69,D
33.41925,-110.86095,339.68,0.4,0.37,2025-02-15,2031,N,nominal,2.0NRT,301.04,6.24,D
33.02213,-115.33175,337.18,0.43,0.38,2025-02-15,2031,N,nominal,2.0NRT,302.67,5.32,D
33.6737,-111.67069,331.3,0.39,0.36,2025-02-15,2031,N,low,2.0NRT,301.65,3.31,D
34.98378,-114.55733,338.14,0.4,0.37,2025-02-15,2031,N,nominal,2.0NRT,295.66,2.44,D
35.51806,-113.31364,326.3,0.38,0.36,2025-02-15,2033,N,nominal,2.0NRT,286.88,2.03,D
38.2145,-120.79984,350.83,0.4,0.44,2025-02-15,2033,N,nominal,2.0NRT,276.57,9.66,D
38.21399,-120.79821,348.92,0.4,0.44,2025-02-15,2033,N,nominal,2.0NRT,276.27,6.44,D
19.40466,-155.28513,335.24,0.52,0.42,2025-02-15,2352,N,nominal,2.0NRT,292.12,10.94,D
19.46426,-70.78578,301.88,0.47,0.64,2025-02-16,0535,N,nominal,2.0NRT,288.73,0.41,N
19.28389,-72.49796,298.56,0.61,0.71,2025-02-16,0535,N,nominal,2.0NRT,285.81,0.81,N
18.82835,-72.38182,301.22,0.59,0.7,2025-02-16,0535,N,nominal,2.0NRT,289.05,1.89,N
18.68444,-71.63879,305.73,0.53,0.67,2025-02-16,0535,N,nominal,2.0NRT,284.51,1.16,N
18.68653,-71.64165,297.33,0.53,0.67,2025-02-16,0535,N,nominal,2.0NRT,284.52,1.85,N
18.48016,-71.43146,299.78,0.51,0.66,2025-02-16,0535,N,nominal,2.0NRT,288.36,1.65,N
48.67413,-64.27348,324.59,0.56,0.51,2025-02-16,0707,N,nominal,2.0NRT,258.51,3.55,N
18.00278,-93.08667,317.18,0.57,0.52,2025-02-16,0718,N,nominal,2.0NRT,276.81,2.28,N
17.89837,-92.49242,302.93,0.52,0.5,2025-02-16,0718,N,nominal,2.0NRT,271.44,0.95,N
18.00563,-93.45084,313.19,0.6,0.53,2025-02-16,0718,N,nominal,2.0NRT,292.47,1.36,N
17.89375,-92.49302,300.28,0.52,0.5,2025-02-16,0718,N,nominal,2.0NRT,272.22,2.38,N
17.87929,-92.48985,320.88,0.52,0.5,2025-02-16,0718,N,nominal,2.0NRT,273.81,1.99,N
17.94213,-93.28558,307.3,0.59,0.53,2025-02-16,0718,N,nominal,2.0NRT,292.18,1.92,N
17.9415,-93.27995,306.79,0.59,0.53,2025-02-16,0718,N,nominal,2.0NRT,291.84,1.92,N
37.23396,-82.03676,297.45,0.4,0.37,2025-02-16,0711,N,nominal,2.0NRT,270.23,0.58,N
17.96764,-93.65224,326.36,0.62,0.54,2025-02-16,0718,N,nominal,2.0NRT,278.8,3.93,N
32.30118,-80.63528,302.71,0.39,0.36,2025-02-16,0713,N,nominal,2.0NRT,284.09,0.86,N
17.96264,-93.6529,311.46,0.62,0.54,2025-02-16,0718,N,nominal,2.0NRT,278.91,3.93,N
32.34486,-81.38709,305.34,0.38,0.36,2025-02-16,0713,N,nominal,2.0NRT,286.46,0.69,N
17.94383,-93.28075,323.23,0.59,0.53,2025-02-16,0718,N,nominal,2.0NRT,292.7,1.84,N
32.28824,-81.37435,300.48,0.38,0.36,2025-02-16,0713,N,nominal,2.0NRT,286.12,0.44,N
17.96777,-93.65292,331.87,0.62,0.54,2025-02-16,0718,N,nominal,2.0NRT,279.07,5.76,N
32.0663,-82.66569,296.6,0.39,0.36,2025-02-16,0713,N,nominal,2.0NRT,285.1,0.38,N
17.96277,-93.65358,306.09,0.62,0.54,2025-02-16,0718,N,nominal,2.0NRT,279.38,2.56,N
31.93546,-83.06071,301.42,0.4,0.37,2025-02-16,0713,N,nominal,2.0NRT,286.26,0.68,N
17.90278,-93.18442,351.57,0.58,0.52,2025-02-16,0718,N,nominal,2.0NRT,295.08,14.76,N
31.62048,-82.98718,302.34,0.39,0.36,2025-02-16,0713,N,nominal,2.0NRT,284.81,0.56,N
17.90212,-93.17892,317.71,0.58,0.52,2025-02-16,0718,N,nominal,2.0NRT,293.58,14.76,N
31.19762,-83.2659,311.58,0.4,0.37,2025-02-16,0713,N,nominal,2.0NRT,287.07,1.02,N
17.89793,-93.18503,333.41,0.58,0.52,2025-02-16,0718,N,nominal,2.0NRT,292.52,7.76,N
30.83814,-82.05011,308.48,0.38,0.36,2025-02-16,0713,N,nominal,2.0NRT,288.35,0.75,N
17.8931,-93.18565,338.76,0.58,0.52,2025-02-16,0718,N,nominal,2.0NRT,293.18,7.76,N
30.61149,-82.6428,304.67,0.39,0.36,2025-02-16,0713,N,nominal,2.0NRT,287.84,0.84,N
17.94709,-93.64956,306.43,0.62,0.54,2025-02-16,0718,N,nominal,2.0NRT,279.58,1.26,N
30.39393,-81.56002,304.46,0.39,0.36,2025-02-16,0713,N,nominal,2.0NRT,289.29,0.45,N
