latitude,longitude,brightness,acq_date,acq_time
35.15977,-96.72472,2,2025-03-26,1819
35.16228,-96.71678,2,2025-03-26,1819
35.15301,-96.72178,1,2025-03-26,1819
35.14617,-96.71911,1,2025-03-26,1819
35.16317,-96.72511,2,2025-03-26,1819
35.15646,-96.72202,2,2025-03-26,1819
38.12974,-91.76997,1,2025-03-26,1819
36.48081,-92.04063,1,2025-03-26,1819
36.92453,-91.68585,1,2025-03-26,1819
39.43492,-79.15389,1,2025-03-26,1819
37.48793,-89.72377,1,2025-03-26,1819
37.64257,-89.15403,1,2025-03-26,1819
36.36588,-95.035,1,2025-03-26,1819
36.3676,-95.02909,1,2025-03-26,1819
36.36935,-95.02308,2,2025-03-26,1819
36.35626,-95.04447,2,2025-03-26,1819
36.35987,-95.03207,2,2025-03-26,1819
36.35807,-95.03825,2,2025-03-26,1819
36.85541,-93.05023,2,2025-03-26,1819
36.84985,-93.04819,2,2025-03-26,1819
36.9121,-92.64418,1,2025-03-26,1819
38.8378,-84.23888,1,2025-03-26,1819
36.91369,-92.64336,1,2025-03-26,1819
36.91753,-92.36275,1,2025-03-26,1819
35.40425,-95.81805,1,2025-03-26,1819
36.91873,-92.35829,1,2025-03-26,1819
36.76961,-92.84226,2,2025-03-26,1819
36.77088,-92.83762,2,2025-03-26,1819
36.76412,-92.84015,1,2025-03-26,1819
36.77146,-92.84966,1,2025-03-26,1819
36.77272,-92.84493,2,2025-03-26,1819
36.77394,-92.84035,2,2025-03-26,1819
36.76597,-92.84752,1,2025-03-26,1819
36.76726,-92.84271,2,2025-03-26,1819
36.76853,-92.83796,2,2025-03-26,1819
37.91747,-88.06712,1,2025-03-26,1819
35.66914,-96.46653,1,2025-03-26,1819
35.66255,-96.46359,1,2025-03-26,1819
36.76831,-92.84699,2,2025-03-26,1819
36.36405,-95.04131,1,2025-03-26,1819
35.38964,-95.84207,1,2025-03-26,1819
35.38301,-95.83981,1,2025-03-26,1819
35.56459,-94.66381,1,2025-03-26,1819
36.6225,-90.72819,1,2025-03-26,1819
35.55664,-94.66758,1,2025-03-26,1819
35.55036,-94.66556,1,2025-03-26,1819
35.54411,-94.66344,1,2025-03-26,1819
35.54955,-94.64469,1,2025-03-26,1819
36.62296,-90.51056,1,2025-03-26,1819
35.25701,-95.46751,2,2025-03-26,1819
36.61808,-90.50871,3,2025-03-26,1819
36.57444,-90.38599,1,2025-03-26,1819
35.13573,-95.5206,1,2025-03-26,1819
36.47772,-90.60191,1,2025-03-26,1819
36.47861,-90.59834,1,2025-03-26,1819
36.66134,-89.86172,1,2025-03-26,1819
36.47279,-90.60004,1,2025-03-26,1819
36.80723,-89.15322,1,2025-03-26,1819
36.8041,-89.14568,1,2025-03-26,1819
36.80555,-89.15188,1,2025-03-26,1819
36.80693,-89.14597,1,2025-03-26,1819
37.6339,-85.23216,1,2025-03-26,1819
36.731,-89.19595,2,2025-03-26,1819
37.22985,-86.66458,1,2025-03-26,1819
37.23079,-86.66014,1,2025-03-26,1819
36.63396,-89.28328,2,2025-03-26,1819
36.24377,-90.88622,1,2025-03-26,1819
35.56279,-94.67006,1,2025-03-26,1819
35.39562,-95.33901,1,2025-03-26,1819
35.39372,-95.34545,1,2025-03-26,1819
36.44941,-91.5251,1,2025-03-26,1819
35.38084,-95.82292,1,2025-03-26,1819
37.26769,-88.73569,1,2025-03-26,1819
37.26898,-88.7301,1,2025-03-26,1819
37.08803,-89.47687,1,2025-03-26,1819
35.10708,-96.61048,1,2025-03-26,1819
35.10961,-96.60246,1,2025-03-26,1819
35.32048,-95.90034,2,2025-03-26,1819
35.31417,-95.89693,1,2025-03-26,1819
35.109,-96.61078,1,2025-03-26,1819
35.32513,-95.90154,1,2025-03-26,1819
35.3188,-95.89819,2,2025-03-26,1819
35.39722,-95.34884,1,2025-03-26,1819
35.37647,-95.88539,2,2025-03-26,1819
35.39913,-95.34249,1,2025-03-26,1819
35.21267,-95.90839,1,2025-03-26,1819
36.45527,-91.53593,2,2025-03-26,1819
36.45426,-91.53976,2,2025-03-26,1819
36.45215,-91.52607,1,2025-03-26,1819
36.74932,-90.36355,1,2025-03-26,1819
36.75103,-90.3567,1,2025-03-26,1819
36.4511,-91.53007,2,2025-03-26,1819
35.56541,-94.66656,1,2025-03-26,1819
35.55923,-94.66422,1,2025-03-26,1819
35.55294,-94.66223,1,2025-03-26,1819
36.7498,-90.36271,2,2025-03-26,1819
36.44839,-91.5291,1,2025-03-26,1819
35.39293,-95.33934,1,2025-03-26,1819
36.37361,-95.03202,1,2025-03-26,1819
35.14965,-96.71925,1,2025-03-26,1819
36.37188,-95.03793,1,2025-03-26,1819
36.5636,-96.53011,1,2025-03-26,1819
36.55715,-96.52715,1,2025-03-26,1819
36.52703,-96.55311,2,2025-03-26,1819
36.53137,-96.53909,2,2025-03-26,1819
36.52924,-96.54597,2,2025-03-26,1819
36.51822,-96.55772,2,2025-03-26,1819
36.52498,-96.53591,2,2025-03-26,1819
36.52054,-96.55025,2,2025-03-26,1819
36.5228,-96.54294,2,2025-03-26,1819
36.51634,-96.54,2,2025-03-26,1819
36.51862,-96.53263,2,2025-03-26,1819
36.83153,-95.45843,1,2025-03-26,1819
36.8771,-95.28258,1,2025-03-26,1819
37.37969,-93.49479,1,2025-03-26,1819
37.37417,-93.49241,1,2025-03-26,1819
38.06828,-90.87985,2,2025-03-26,1819
39.48499,-84.37703,1,2025-03-26,1819
38.06764,-90.87859,2,2025-03-26,1819
37.37835,-93.49602,1,2025-03-26,1819
37.37964,-93.49129,1,2025-03-26,1819
36.46749,-96.45153,1,2025-03-26,1819
37.96512,-91.07806,1,2025-03-26,1819
37.966,-91.07457,1,2025-03-26,1819
37.96688,-91.07107,1,2025-03-26,1819
37.96778,-91.06747,1,2025-03-26,1819
36.96136,-95.29944,1,2025-03-26,1819
40.30696,-79.88014,1,2025-03-26,1819
36.5579,-96.52938,1,2025-03-26,1819
38.71063,-88.66764,1,2025-03-26,1819
36.9716,-95.92767,2,2025-03-26,1819
36.37534,-95.02607,2,2025-03-26,1819
37.53789,-93.95396,1,2025-03-26,1819
38.12376,-91.7717,1,2025-03-26,1819
38.12474,-91.76788,1,2025-03-26,1819
38.11974,-91.76585,1,2025-03-26,1819
38.12072,-91.76202,1,2025-03-26,1819
37.52665,-93.94904,1,2025-03-26,1819
37.51962,-93.95158,1,2025-03-26,1819
37.01725,-95.51965,1,2025-03-26,1819
36.60835,-96.7528,1,2025-03-26,1819
36.61368,-96.75407,1,2025-03-26,1819
37.97455,-91.04041,1,2025-03-26,1819
38.7365,-88.75617,1,2025-03-26,1819
36.68556,-96.40188,2,2025-03-26,1819
38.72798,-88.75307,1,2025-03-26,1819
38.72918,-88.7478,1,2025-03-26,1819
38.72372,-88.75151,1,2025-03-26,1819
36.68135,-96.39188,2,2025-03-26,1819
38.71946,-88.74997,1,2025-03-26,1819
37.79469,-92.47034,1,2025-03-26,1819
37.78939,-92.46846,1,2025-03-26,1819
38.70014,-88.79412,1,2025-03-26,1819
37.3399,-94.07642,1,2025-03-26,1819
38.69587,-88.79256,1,2025-03-26,1819
36.96235,-95.3026,1,2025-03-26,1819
38.74526,-88.69721,1,2025-03-26,1819
36.46106,-96.44859,1,2025-03-26,1819
36.96737,-95.91822,1,2025-03-26,1819
37.96381,-91.06201,1,2025-03-26,1819
36.30711,-96.24102,1,2025-03-26,1819
37.33407,-92.6531,1,2025-03-26,1819
37.33526,-92.64864,2,2025-03-26,1819
36.30077,-96.2379,1,2025-03-26,1819
37.1255,-93.39924,1,2025-03-26,1819
36.2923,-96.21784,1,2025-03-26,1819
36.29454,-96.21053,1,2025-03-26,1819
39.83441,-80.46066,1,2025-03-26,1819
37.07165,-92.94501,1,2025-03-26,1819
37.06825,-92.94509,1,2025-03-26,1819
37.29327,-91.98341,1,2025-03-26,1819
36.79569,-93.6673,1,2025-03-26,1819
36.35816,-96.21693,2,2025-03-26,1819
37.28297,-91.80525,1,2025-03-26,1819
37.27988,-91.79539,1,2025-03-26,1819
36.37439,-95.03554,1,2025-03-26,1819
37.27785,-91.80316,1,2025-03-26,1819
37.27887,-91.7993,1,2025-03-26,1819
37.28094,-91.79137,1,2025-03-26,1819
36.36837,-95.03265,1,2025-03-26,1819
36.37011,-95.02679,1,2025-03-26,1819
37.98257,-88.93751,1,2025-03-26,1819
36.35871,-95.04202,2,2025-03-26,1819
36.36056,-95.0358,2,2025-03-26,1819
37.84399,-89.47137,1,2025-03-26,1819
36.46319,-96.44162,1,2025-03-26,1819
36.37612,-95.02969,1,2025-03-26,1819
36.35601,-96.22406,1,2025-03-26,1819
37.84157,-89.47295,1,2025-03-26,1819
36.35818,-96.26504,1,2025-03-26,1819
36.3645,-96.22004,1,2025-03-26,1819
36.43746,-96.4774,1,2025-03-26,1819
37.95684,-91.0472,2,2025-03-26,1819
37.95985,-91.05648,1,2025-03-26,1819
37.96003,-91.03452,1,2025-03-26,1819
36.43093,-96.47466,1,2025-03-26,1819
37.95203,-91.04511,1,2025-03-26,1819
37.9534,-91.03969,1,2025-03-26,1819
36.42453,-96.47155,1,2025-03-26,1819
36.51488,-96.08389,1,2025-03-26,1819
36.41451,-96.31454,2,2025-03-26,1819
36.48737,-96.07941,2,2025-03-26,1819
37.9552,-91.03251,1,2025-03-26,1819
36.48992,-96.08221,1,2025-03-26,1819
37.57603,-91.92391,1,2025-03-26,1819
36.4125,-96.2975,1,2025-03-26,1819
